2016 rank,City,State[5],2016 estimate,2010 Census,Change,2016 land area,2016 population density,Location
169,Pomona,California,"152,494","149,058",+2.31%,23.0sqmi,59.6km2,"6,630/sqmi","2,560/km2",340331N 1174540W / 34.0585N 117.7611W
170,Hollywood,Florida,"151,998","140,768",+7.98%,27.3sqmi,70.7km2,"5,568/sqmi","2,150/km2",260152N 800953W / 26.0310N 80.1646W
171,Kansas City[27],Kansas,"151,709","145,786",+4.06%,124.8sqmi,323.2km2,"1,216/sqmi",470/km2,390721N 944430W / 39.1225N 94.7418W
172,Escondido,California,"151,613","143,911",+5.35%,37.1sqmi,96.1km2,"4,087/sqmi","1,578/km2",330759N 1170426W / 33.1331N 117.0740W
173,Clarksville,Tennessee,"150,287","132,929",+13.06%,98.3sqmi,254.6km2,"1,529/sqmi",590/km2,363359N 872043W / 36.5664N 87.3452W
174,Joliet,Illinois,"148,262","147,433",+0.56%,64.4sqmi,166.8km2,"2,302/sqmi",889/km2,413104N 880856W / 41.5177N 88.1488W
175,Rockford,Illinois,"147,651","152,871",3.41%,63.5sqmi,164.5km2,"2,325/sqmi",898/km2,421532N 890353W / 42.2588N 89.0646W
176,Torrance,California,"147,195","145,438",+1.21%,20.5sqmi,53.1km2,"7,180/sqmi","2,770/km2",335006N 1182029W / 33.8350N 118.3414W
177,Naperville,Illinois,"147,122","141,853",+3.71%,38.7sqmi,100.2km2,"3,802/sqmi","1,468/km2",414457N 880943W / 41.7492N 88.1620W
178,Paterson,New Jersey,"147,000","146,199",+0.55%,8.4sqmi,21.8km2,"17,500/sqmi","6,800/km2",405453N 740946W / 40.9148N 74.1628W
179,Savannah,Georgia,"146,763","136,286",+7.69%,103.6sqmi,268.3km2,"1,417/sqmi",547/km2,320009N 810913W / 32.0025N 81.1536W
180,Bridgeport,Connecticut,"145,936","144,229",+1.18%,16.1sqmi,41.7km2,"9,064/sqmi","3,500/km2",411115N 731145W / 41.1874N 73.1958W
181,Mesquite,Texas,"143,736","139,824",+2.80%,47.2sqmi,122.2km2,"3,045/sqmi","1,176/km2",324546N 963520W / 32.7629N 96.5888W
182,Killeen,Texas,"143,400","127,921",+12.10%,53.5sqmi,138.6km2,"2,680/sqmi","1,030/km2",310440N 974355W / 31.0777N 97.7320W
183,Syracuse,New York,"143,378","145,170",1.23%,25.0sqmi,64.7km2,"5,735/sqmi","2,214/km2",430228N 760837W / 43.0410N 76.1436W
184,McAllen,Texas,"142,212","129,877",+9.50%,58.4sqmi,151.3km2,"2,435/sqmi",940/km2,261356N 981447W / 26.2322N 98.2464W
185,Pasadena,California,"142,059","137,122",+3.60%,23.0sqmi,59.6km2,"6,176/sqmi","2,385/km2",340938N 1180823W / 34.1606N 118.1396W
186,Bellevue,Washington,"141,400","122,363",+15.56%,33.5sqmi,86.8km2,"4,221/sqmi","1,630/km2",473552N 1220923W / 47.5979N 122.1565W
187,Fullerton,California,"140,721","135,161",+4.11%,22.4sqmi,58.0km2,"6,282/sqmi","2,425/km2",335309N 1175541W / 33.8857N 117.9280W
188,Orange,California,"140,504","136,416",+3.00%,25.4sqmi,65.8km2,"5,532/sqmi","2,136/km2",334713N 1175141W / 33.7870N 117.8613W
189,Dayton,Ohio,"140,489","141,527",0.73%,55.7sqmi,144.3km2,"2,522/sqmi",974/km2,394639N 841159W / 39.7774N 84.1996W
190,Miramar,Florida,"138,449","122,041",+13.44%,29.4sqmi,76.1km2,"4,709/sqmi","1,818/km2",255837N 802009W / 25.9770N 80.3358W
191,Thornton,Colorado,"136,703","118,772",+15.10%,35.7sqmi,92.5km2,"3,829/sqmi","1,478/km2",395510N 1045634W / 39.9194N 104.9428W
192,West Valley City,Utah,"136,574","129,480",+5.48%,35.5sqmi,91.9km2,"3,847/sqmi","1,485/km2",404119N 1120042W / 40.6885N 112.0118W
193,Olathe,Kansas,"135,473","125,872",+7.63%,60.9sqmi,157.7km2,"2,225/sqmi",859/km2,385303N 944910W / 38.8843N 94.8195W
194,Hampton[16],Virginia,"135,410","137,436",1.47%,51.5sqmi,133.4km2,"2,629/sqmi","1,015/km2",370253N 761750W / 37.0480N 76.2971W
195,Warren,Michigan,"135,125","134,056",+0.80%,34.4sqmi,89.1km2,"3,928/sqmi","1,517/km2",422934N 830130W / 42.4929N 83.0250W
196,Midland,Texas,"134,610","111,147",+21.11%,74.4sqmi,192.7km2,"1,809/sqmi",698/km2,320129N 1020649W / 32.0246N 102.1135W
197,Waco,Texas,"134,432","124,805",+7.71%,89.0sqmi,230.5km2,"1,510/sqmi",580/km2,313336N 971110W / 31.5601N 97.1860W
198,Charleston,South Carolina,"134,385","120,083",+11.91%,109.0sqmi,282.3km2,"1,233/sqmi",476/km2,324904N 795732W / 32.8179N 79.9590W
199,Columbia,South Carolina,"134,309","129,272",+3.90%,133.5sqmi,345.8km2,"1,006/sqmi",388/km2,340145N 805353W / 34.0291N 80.8980W
200,Denton,Texas,"133,808","113,383",+18.01%,93.4sqmi,241.9km2,"1,433/sqmi",553/km2,331300N 970829W / 33.2166N 97.1414W
201,Carrollton,Texas,"133,351","119,097",+11.97%,36.3sqmi,94.0km2,"3,674/sqmi","1,419/km2",325918N 965359W / 32.9884N 96.8998W
202,Surprise,Arizona,"132,677","117,517",+12.90%,107.9sqmi,279.5km2,"1,230/sqmi",470/km2,334014N 1122710W / 33.6706N 112.4527W
203,Roseville,California,"132,671","118,788",+11.69%,43.0sqmi,111.4km2,"3,085/sqmi","1,191/km2",384608N 1211908W / 38.7690N 121.3189W
204,Sterling Heights,Michigan,"132,427","129,699",+2.10%,36.5sqmi,94.5km2,"3,628/sqmi","1,401/km2",423452N 830149W / 42.5812N 83.0303W
205,Murfreesboro,Tennessee,"131,947","108,755",+21.32%,55.9sqmi,144.8km2,"2,360/sqmi",910/km2,355108N 862458W / 35.8522N 86.4160W
206,Gainesville,Florida,"131,591","124,354",+5.82%,62.3sqmi,161.4km2,"2,112/sqmi",815/km2,294044N 822046W / 29.6788N 82.3461W
207,Cedar Rapids,Iowa,"131,127","126,326",+3.80%,70.8sqmi,183.4km2,"1,852/sqmi",715/km2,415801N 914040W / 41.9670N 91.6778W
208,Visalia,California,"131,074","124,442",+5.33%,37.5sqmi,97.1km2,"3,495/sqmi","1,349/km2",361938N 1191944W / 36.3273N 119.3289W
209,Coral Springs,Florida,"130,059","121,096",+7.40%,23.8sqmi,61.6km2,"5,465/sqmi","2,110/km2",261615N 801533W / 26.2707N 80.2593W
210,New Haven,Connecticut,"129,934","129,779",+0.12%,18.7sqmi,48.4km2,"6,948/sqmi","2,683/km2",411839N 725530W / 41.3108N 72.9250W
211,Stamford,Connecticut,"129,113","122,643",+5.28%,37.6sqmi,97.4km2,"3,434/sqmi","1,326/km2",410448N 733246W / 41.0799N 73.5460W
212,Thousand Oaks,California,"128,888","126,683",+1.74%,55.2sqmi,143.0km2,"2,335/sqmi",902/km2,341136N 1185227W / 34.1933N 118.8742W
213,Concord,California,"128,726","122,067",+5.46%,30.5sqmi,79.0km2,"4,221/sqmi","1,630/km2",375820N 1220006W / 37.9722N 122.0016W
214,Elizabeth,New Jersey,"128,640","124,969",+2.94%,12.3sqmi,31.9km2,"10,459/sqmi","4,038/km2",403959N 741137W / 40.6664N 74.1935W
215,Lafayette[28],Louisiana,"127,626","120,623",+5.81%,53.8sqmi,139.3km2,"2,372/sqmi",916/km2,301227N 920143W / 30.2074N 92.0285W
216,Kent,Washington,"127,514","92,411",+37.99%,33.7sqmi,87.3km2,"3,784/sqmi","1,461/km2",472317N 1221246W / 47.3880N 122.2127W
217,Topeka,Kansas,"126,808","127,473",0.52%,61.5sqmi,159.3km2,"2,062/sqmi",796/km2,390205N 954146W / 39.0347N 95.6962W
218,Simi Valley,California,"126,327","124,237",+1.68%,41.5sqmi,107.5km2,"3,044/sqmi","1,175/km2",341601N 1184455W / 34.2669N 118.7485W
219,Santa Clara,California,"125,948","116,468",+8.14%,18.4sqmi,47.7km2,"6,845/sqmi","2,643/km2",372153N 1215804W / 37.3646N 121.9679W
220,Athens[29],Georgia,"123,371","115,452",+6.86%,116.4sqmi,301.5km2,"1,060/sqmi",410/km2,335659N 832212W / 33.9496N 83.3701W
221,Hartford,Connecticut,"123,243","124,775",1.23%,17.4sqmi,45.1km2,"7,083/sqmi","2,735/km2",414557N 724054W / 41.7659N 72.6816W
222,Victorville,California,"122,265","115,903",+5.49%,73.3sqmi,189.8km2,"1,668/sqmi",644/km2,343140N 1172113W / 34.5277N 117.3536W
223,Abilene,Texas,"122,225","117,063",+4.41%,106.7sqmi,276.4km2,"1,146/sqmi",442/km2,322716N 994417W / 32.4545N 99.7381W
224,Norman,Oklahoma,"122,180","110,925",+10.15%,178.8sqmi,463.1km2,683/sqmi,264/km2,351426N 972043W / 35.2406N 97.3453W
225,Vallejo,California,"121,299","115,942",+4.62%,30.7sqmi,79.5km2,"3,951/sqmi","1,525/km2",380628N 1221550W / 38.1079N 122.2640W
226,Berkeley,California,"121,240","112,580",+7.69%,10.5sqmi,27.2km2,"11,547/sqmi","4,458/km2",375201N 1221757W / 37.8670N 122.2991W
227,Round Rock,Texas,"120,892","99,887",+21.03%,35.6sqmi,92.2km2,"3,396/sqmi","1,311/km2",303131N 973958W / 30.5252N 97.6660W
228,Ann Arbor,Michigan,"120,782","113,934",+6.01%,28.1sqmi,72.8km2,"4,298/sqmi","1,659/km2",421634N 834351W / 42.2761N 83.7309W
229,Fargo,North Dakota,"120,762","105,549",+14.41%,49.3sqmi,127.7km2,"2,450/sqmi",950/km2,465155N 964944W / 46.8652N 96.8290W
230,Columbia,Missouri,"120,612","108,500",+11.16%,65.0sqmi,168.3km2,"1,856/sqmi",717/km2,385650N 921935W / 38.9473N 92.3264W
231,Allentown,Pennsylvania,"120,443","118,032",+2.04%,17.5sqmi,45.3km2,"6,882/sqmi","2,657/km2",403537N 752842W / 40.5936N 75.4784W
232,Evansville,Indiana,"119,477","117,429",+1.74%,47.3sqmi,122.5km2,"2,526/sqmi",975/km2,375916N 873205W / 37.9877N 87.5347W
233,Beaumont,Texas,"118,299","118,296",0.00%,82.1sqmi,212.6km2,"1,441/sqmi",556/km2,300506N 940843W / 30.0849N 94.1453W
234,Odessa,Texas,"117,871","99,940",+17.94%,45.2sqmi,117.1km2,"2,608/sqmi","1,007/km2",315302N 1022028W / 31.8838N 102.3411W
235,Wilmington,North Carolina,"117,525","106,476",+10.38%,51.6sqmi,133.6km2,"2,278/sqmi",880/km2,341233N 775309W / 34.2092N 77.8858W
236,Arvada,Colorado,"117,453","106,433",+10.35%,38.6sqmi,100.0km2,"3,043/sqmi","1,175/km2",395001N 1050901W / 39.8337N 105.1503W
237,Independence,Missouri,"117,030","116,830",+0.17%,77.8sqmi,201.5km2,"1,504/sqmi",581/km2,390508N 942108W / 39.0855N 94.3521W
238,Provo,Utah,"116,868","112,488",+3.89%,41.7sqmi,108.0km2,"2,803/sqmi","1,082/km2",401443N 1113841W / 40.2453N 111.6448W
239,Lansing,Michigan,"116,020","114,297",+1.51%,39.1sqmi,101.3km2,"2,967/sqmi","1,146/km2",424251N 843333W / 42.7143N 84.5593W
240,El Monte,California,"115,807","113,475",+2.06%,9.6sqmi,24.9km2,"12,063/sqmi","4,658/km2",340429N 1180145W / 34.0746N 118.0291W
241,Springfield,Illinois,"115,715","116,250",0.46%,60.1sqmi,155.7km2,"1,925/sqmi",743/km2,394728N 893841W / 39.7911N 89.6446W
242,Fairfield,California,"114,756","105,321",+8.96%,40.9sqmi,105.9km2,"2,806/sqmi","1,083/km2",381533N 1220156W / 38.2593N 122.0321W
243,Clearwater,Florida,"114,361","107,685",+6.20%,25.9sqmi,67.1km2,"4,415/sqmi","1,705/km2",275844N 824600W / 27.9789N 82.7666W
244,Peoria,Illinois,"114,265","115,007",0.65%,48.2sqmi,124.8km2,"2,371/sqmi",915/km2,404505N 893703W / 40.7515N 89.6174W
245,Rochester,Minnesota,"114,011","106,769",+6.78%,54.6sqmi,141.4km2,"2,088/sqmi",806/km2,440055N 922838W / 44.0154N 92.4772W
246,Carlsbad,California,"113,952","105,328",+8.19%,37.7sqmi,97.6km2,"3,023/sqmi","1,167/km2",330726N 1171658W / 33.1239N 117.2828W
247,Westminster,Colorado,"113,875","106,114",+7.31%,31.7sqmi,82.1km2,"3,592/sqmi","1,387/km2",395256N 1050352W / 39.8822N 105.0644W
248,West Jordan,Utah,"113,699","103,712",+9.63%,32.3sqmi,83.7km2,"3,520/sqmi","1,360/km2",403609N 1120003W / 40.6024N 112.0008W
249,Pearland,Texas,"113,570","91,252",+24.46%,46.3sqmi,119.9km2,"2,453/sqmi",947/km2,293321N 951923W / 29.5558N 95.3231W
250,Richardson,Texas,"113,347","99,223",+14.23%,28.6sqmi,74.1km2,"3,963/sqmi","1,530/km2",325820N 964229W / 32.9723N 96.7081W
251,Downey,California,"113,267","111,772",+1.34%,12.4sqmi,32.1km2,"9,134/sqmi","3,527/km2",335618N 1180751W / 33.9382N 118.1309W
252,Miami Gardens,Florida,"113,058","107,167",+5.50%,18.2sqmi,47.1km2,"6,212/sqmi","2,398/km2",255656N 801437W / 25.9489N 80.2436W
253,Temecula,California,"113,054","100,097",+12.94%,37.3sqmi,96.6km2,"3,031/sqmi","1,170/km2",332935N 1170754W / 33.4931N 117.1317W
254,Costa Mesa,California,"112,822","109,960",+2.60%,15.7sqmi,40.7km2,"7,186/sqmi","2,775/km2",333957N 1175444W / 33.6659N 117.9123W
255,College Station,Texas,"112,141","93,857",+19.48%,51.0sqmi,132.1km2,"2,199/sqmi",849/km2,303507N 961747W / 30.5852N 96.2964W
256,Elgin,Illinois,"112,123","108,188",+3.64%,37.4sqmi,96.9km2,"2,998/sqmi","1,158/km2",420223N 881918W / 42.0396N 88.3217W
257,Murrieta,California,"111,674","103,466",+7.93%,33.6sqmi,87.0km2,"3,324/sqmi","1,283/km2",333420N 1171125W / 33.5721N 117.1904W
258,Gresham,Oregon,"111,523","105,594",+5.61%,23.3sqmi,60.3km2,"4,786/sqmi","1,848/km2",453008N 1222630W / 45.5023N 122.4416W
259,High Point,North Carolina,"111,223","104,371",+6.57%,55.2sqmi,143.0km2,"2,015/sqmi",778/km2,355924N 795926W / 35.9900N 79.9905W
260,Antioch,California,"110,898","102,372",+8.33%,29.4sqmi,76.1km2,"3,772/sqmi","1,456/km2",375845N 1214746W / 37.9791N 121.7962W
261,Inglewood,California,"110,654","109,673",+0.89%,9.1sqmi,23.6km2,"12,160/sqmi","4,700/km2",335722N 1182039W / 33.9561N 118.3443W
262,Cambridge,Massachusetts,"110,651","105,162",+5.22%,6.4sqmi,16.6km2,"17,289/sqmi","6,675/km2",422234N 710707W / 42.3760N 71.1187W
263,Lowell,Massachusetts,"110,558","106,519",+3.79%,13.6sqmi,35.2km2,"8,129/sqmi","3,139/km2",423820N 711916W / 42.6390N 71.3211W
264,Manchester,New Hampshire,"110,506","109,565",+0.86%,33.1sqmi,85.7km2,"3,339/sqmi","1,289/km2",425906N 712639W / 42.9849N 71.4441W
265,Billings,Montana,"110,323","104,170",+5.91%,43.7sqmi,113.2km2,"2,525/sqmi",975/km2,454719N 1083300W / 45.7885N 108.5499W
266,Pueblo,Colorado,"110,291","106,595",+3.47%,53.6sqmi,138.8km2,"2,058/sqmi",795/km2,381612N 1043644W / 38.2699N 104.6123W
267,Palm Bay,Florida,"110,104","103,190",+6.70%,65.7sqmi,170.2km2,"1,676/sqmi",647/km2,275908N 803945W / 27.9856N 80.6626W
268,Centennial,Colorado,"109,932","100,377",+9.52%,29.5sqmi,76.4km2,"3,727/sqmi","1,439/km2",393526N 1045209W / 39.5906N 104.8691W
269,Richmond,California,"109,813","103,701",+5.89%,30.1sqmi,78.0km2,"3,648/sqmi","1,409/km2",375708N 1222138W / 37.9523N 122.3606W
270,Ventura[30],California,"109,592","106,433",+2.97%,21.8sqmi,56.5km2,"5,027/sqmi","1,941/km2",341604N 1191515W / 34.2678N 119.2542W
271,Pompano Beach,Florida,"109,393","99,845",+9.56%,24.0sqmi,62.2km2,"4,558/sqmi","1,760/km2",261430N 800802W / 26.2416N 80.1339W
272,North Charleston,South Carolina,"109,298","97,471",+12.13%,73.7sqmi,190.9km2,"1,483/sqmi",573/km2,325504N 800354W / 32.9178N 80.0650W
273,Everett,Washington,"109,043","103,019",+5.85%,33.3sqmi,86.2km2,"3,275/sqmi","1,264/km2",475724N 1221129W / 47.9566N 122.1914W
274,Waterbury,Connecticut,"108,272","110,366",1.90%,28.5sqmi,73.8km2,"3,799/sqmi","1,467/km2",413331N 730212W / 41.5585N 73.0367W
275,West Palm Beach,Florida,"108,161","99,919",+8.25%,55.1sqmi,142.7km2,"1,963/sqmi",758/km2,264447N 800730W / 26.7464N 80.1251W
276,Boulder,Colorado,"108,090","97,385",+10.99%,24.8sqmi,64.2km2,"4,358/sqmi","1,683/km2",400137N 1051507W / 40.0270N 105.2519W
277,West Covina,California,"107,847","106,098",+1.65%,16.0sqmi,41.4km2,"6,740/sqmi","2,600/km2",340321N 1175436W / 34.0559N 117.9099W
278,Broken Arrow,Oklahoma,"107,403","98,850",+8.65%,61.7sqmi,159.8km2,"1,741/sqmi",672/km2,360211N 954652W / 36.0365N 95.7810W
279,Clovis,California,"106,583","95,631",+11.45%,24.2sqmi,62.7km2,"4,404/sqmi","1,700/km2",364942N 1194106W / 36.8282N 119.6849W
280,Daly City,California,"106,472","101,123",+5.29%,7.6sqmi,19.7km2,"14,009/sqmi","5,409/km2",374203N 1222754W / 37.7009N 122.4650W
281,Lakeland,Florida,"106,420","97,422",+9.24%,65.9sqmi,170.7km2,"1,615/sqmi",624/km2,280320N 815718W / 28.0555N 81.9549W
282,Santa Maria,California,"106,290","99,553",+6.77%,22.8sqmi,59.1km2,"4,662/sqmi","1,800/km2",345600N 1202638W / 34.9332N 120.4438W
283,Norwalk,California,"106,178","105,549",+0.60%,9.7sqmi,25.1km2,"10,946/sqmi","4,226/km2",335427N 1180501W / 33.9076N 118.0835W
284,Sandy Springs,Georgia,"105,703","93,853",+12.63%,37.7sqmi,97.6km2,"2,804/sqmi","1,083/km2",335553N 842207W / 33.9315N 84.3687W
285,Hillsboro,Oregon,"105,164","91,611",+14.79%,25.0sqmi,64.7km2,"4,207/sqmi","1,624/km2",453141N 1225609W / 45.5280N 122.9357W
286,Green Bay,Wisconsin,"105,139","104,057",+1.04%,45.4sqmi,117.6km2,"2,316/sqmi",894/km2,443115N 875903W / 44.5207N 87.9842W
287,Tyler,Texas,"104,798","96,900",+8.15%,56.6sqmi,146.6km2,"1,852/sqmi",715/km2,321902N 951821W / 32.3173N 95.3059W
288,Wichita Falls,Texas,"104,724","104,553",+0.16%,72.2sqmi,187.0km2,"1,450/sqmi",560/km2,335424N 983133W / 33.9067N 98.5259W
289,Lewisville,Texas,"104,659","95,290",+9.83%,36.7sqmi,95.1km2,"2,852/sqmi","1,101/km2",330248N 965854W / 33.0466N 96.9818W
290,Burbank,California,"104,447","103,340",+1.07%,17.4sqmi,45.1km2,"6,003/sqmi","2,318/km2",341124N 1181935W / 34.1901N 118.3264W
291,Greeley,Colorado,"103,990","92,889",+11.95%,47.8sqmi,123.8km2,"2,176/sqmi",840/km2,402455N 1044611W / 40.4153N 104.7697W
292,San Mateo,California,"103,959","97,207",+6.95%,12.1sqmi,31.3km2,"8,592/sqmi","3,317/km2",373337N 1221838W / 37.5603N 122.3106W
293,El Cajon,California,"103,768","99,478",+4.31%,14.5sqmi,37.6km2,"7,156/sqmi","2,763/km2",324806N 1165737W / 32.8017N 116.9604W
294,Jurupa Valley,California,"103,541",0,NA[31],42.9sqmi,111.1km2,"2,414/sqmi",932/km2,340009N 1172803W / 34.0026N 117.4676W
295,Rialto,California,"103,314","99,171",+4.18%,22.3sqmi,57.8km2,"4,633/sqmi","1,789/km2",340642N 1172318W / 34.1118N 117.3883W
296,Davenport,Iowa,"102,612","99,685",+2.94%,62.9sqmi,162.9km2,"1,631/sqmi",630/km2,413315N 903614W / 41.5541N 90.6040W
297,League City,Texas,"102,010","83,560",+22.08%,51.2sqmi,132.6km2,"1,992/sqmi",769/km2,292924N 950633W / 29.4901N 95.1091W
298,Edison[32],New Jersey,"101,996","99,967",+2.03%,30.1sqmi,78.0km2,"3,389/sqmi","1,309/km2",403014N 742058W / 40.5040N 74.3494W
299,Davie[33],Florida,"101,871","91,992",+10.74%,34.9sqmi,90.4km2,"2,919/sqmi","1,127/km2",260445N 801706W / 26.0791N 80.2850W
300,Las Cruces,New Mexico,"101,759","97,618",+4.24%,76.9sqmi,199.2km2,"1,323/sqmi",511/km2,321935N 1064723W / 32.3264N 106.7897W
301,South Bend,Indiana,"101,735","101,168",+0.56%,41.4sqmi,107.2km2,"2,457/sqmi",949/km2,414037N 861608W / 41.6769N 86.2690W
302,Vista,California,"101,659","93,834",+8.34%,18.7sqmi,48.4km2,"5,436/sqmi","2,099/km2",331122N 1171419W / 33.1895N 117.2386W
303,Woodbridge[32],New Jersey,"101,389","99,585",+1.81%,23.3sqmi,60.3km2,"4,351/sqmi","1,680/km2",403339N 741734W / 40.5607N 74.2927W
304,Renton,Washington,"100,953","90,927",+11.03%,23.4sqmi,60.6km2,"4,314/sqmi","1,666/km2",472834N 1221131W / 47.4761N 122.1920W
305,Lakewood[32],New Jersey,"100,758","92,843",+8.53%,24.7sqmi,64.0km2,"4,079/sqmi","1,575/km2",400438N 741201W / 40.0771N 74.2004W
306,San Angelo,Texas,"100,702","93,200",+8.05%,59.9sqmi,155.1km2,"1,681/sqmi",649/km2,312628N 1002702W / 31.4411N 100.4505W
307,Clinton[34],Michigan,"100,392","96,796",+3.72%,28.1sqmi,72.8km2,"3,573/sqmi","1,380/km2",423525N 825501W / 42.5903N 82.9170W
